annotation_id,participant_id,dialogue_id,is_gold_standard,is_prolific_user,accuracy,novelty,interaction_adequacy,explainability,cui_adaptability,cui_understanding,cui_response_quality,cui_attentiveness,perceived_ease_of_use,perceived_usefulness,user_control,transparency,cui_humanness,cui_rapport,trust_confidence,satisfaction,intention_to_use,intention_to_purchase,time_spent,timestamp
1008,P123,dialogue_13611,0,1,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,3,1,2,160.0,2026-01-03 21:21:14.012685
1009,P125,dialogue_5694,0,1,1,1,4,1,2,2,3,3,3,1,2,2,4,4,2,2,2,2,162.0,2026-01-03 21:21:15.106994
1010,P121,dialogue_3496,0,1,4,4,5,4,4,5,5,5,4,4,4,4,5,5,4,4,4,4,70.0,2026-01-03 21:21:19.032249
1012,P120,dialogue_8730,0,1,4,4,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,4,407.0,2026-01-03 21:21:50.790802
1013,P118,dialogue_6079,0,1,4,3,4,2,3,4,4,4,4,4,4,4,3,2,4,4,4,4,130.0,2026-01-03 21:22:11.935685
1014,P121,dialogue_1050,0,1,2,2,2,2,3,2,1,3,2,2,3,2,2,2,2,2,2,2,55.0,2026-01-03 21:22:14.426255
1015,P126,dialogue_4653,0,1,5,3,5,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,126.0,2026-01-03 21:22:14.615889
1016,P123,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,70.0,2026-01-03 21:22:24.712641
1017,P105,dialogue_2368,0,1,4,1,4,4,3,3,4,4,3,3,4,3,4,4,3,3,3,3,171.0,2026-01-03 21:22:33.596235
1019,P126,dialogue_7685,0,1,5,3,4,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,93.0,2026-01-03 21:23:47.754438
1020,P113,dialogue_13381,0,1,3,2,3,2,3,3,3,4,2,3,3,2,4,3,3,3,3,2,185.0,2026-01-03 21:23:51.970494
1021,P125,dialogue_2767,0,1,3,3,4,4,3,3,4,4,4,3,3,3,4,3,3,3,3,3,158.0,2026-01-03 21:23:53.551434
1022,P123,dialogue_5694,0,1,3,2,4,2,3,3,2,3,3,2,3,2,3,3,3,2,2,2,118.0,2026-01-03 21:24:23.143236
1024,P120,dialogue_19131,0,1,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,177.0,2026-01-03 21:24:50.042179
1025,P126,dialogue_15458,0,1,5,4,4,3,4,4,5,4,4,4,3,3,4,4,4,5,5,5,82.0,2026-01-03 21:25:09.789885
1026,P125,GOLD_002,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95.0,2026-01-03 21:25:29.237090
1027,P126,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.0,2026-01-03 21:25:52.885276
1028,P123,dialogue_14500,0,1,4,3,4,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,116.0,2026-01-03 21:26:19.163970
1029,P113,dialogue_5375,0,1,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,3,2,179.0,2026-01-03 21:26:51.452205
1031,P126,dialogue_5745,0,1,4,4,4,3,3,4,4,4,4,5,4,3,4,4,4,4,4,4,93.0,2026-01-03 21:27:26.162666
1032,P123,dialogue_17651,0,1,4,4,4,3,4,4,4,5,3,4,4,4,4,3,4,4,4,4,90.0,2026-01-03 21:27:49.113741
1033,P125,dialogue_17667,0,1,4,3,4,1,4,4,4,4,4,4,4,4,3,3,3,4,4,4,141.0,2026-01-03 21:27:50.346608
1034,P120,dialogue_16131,0,1,5,4,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,222.0,2026-01-03 21:28:33.635809
1035,P126,dialogue_7390,0,1,5,4,4,1,3,4,4,4,3,4,3,3,3,3,4,4,3,3,86.0,2026-01-03 21:28:52.158436
1036,P123,dialogue_1043,0,1,5,3,4,3,4,4,5,4,4,4,3,5,4,4,4,4,4,4,93.0,2026-01-03 21:29:22.097073
1037,P125,dialogue_19647,0,1,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,100.0,2026-01-03 21:29:30.974287
1038,P126,dialogue_3320,0,1,4,4,4,1,3,4,4,4,4,4,3,2,3,3,4,4,3,3,80.0,2026-01-03 21:30:12.966863
1039,P120,GOLD_002,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,114.0,2026-01-03 21:30:28.589255
1040,P127,dialogue_17651,0,1,3,3,4,1,2,3,3,4,2,3,3,3,3,2,2,2,1,1,679.0,2026-01-03 21:30:30.031609
1041,P125,dialogue_16472,0,1,3,3,2,2,3,2,3,3,3,3,3,3,4,4,3,3,3,3,106.0,2026-01-03 21:31:17.457192
1042,P126,dialogue_17651,0,1,3,4,3,4,5,3,4,4,3,3,3,4,4,3,3,3,3,3,84.0,2026-01-03 21:31:37.603809
1043,P120,dialogue_7922,0,1,5,4,4,4,5,5,5,5,5,5,5,4,4,4,5,5,4,4,133.0,2026-01-03 21:32:42.538247
1044,P125,dialogue_6527,0,1,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,101.0,2026-01-03 21:32:58.730690
1045,P126,dialogue_1309,0,1,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,97.0,2026-01-03 21:33:15.496564
1046,P128,dialogue_10938,0,1,3,3,5,3,4,3,5,5,3,3,4,3,5,5,4,3,4,4,463.0,2026-01-03 21:33:24.473636
1047,P127,dialogue_5350,0,1,3,3,4,3,2,3,3,3,2,3,3,4,4,2,3,3,1,1,223.0,2026-01-03 21:34:13.671975
1048,P128,dialogue_8424,0,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,72.0,2026-01-03 21:34:36.270819
1051,P127,dialogue_12249,0,1,4,3,4,1,4,3,4,5,3,3,2,3,5,3,2,2,1,1,119.0,2026-01-03 21:36:13.882730
1053,P128,dialogue_4838,0,1,3,3,5,5,3,3,2,3,3,3,3,3,5,5,3,3,3,3,197.0,2026-01-03 21:37:53.609999
1054,P120,dialogue_561,0,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,356.0,2026-01-03 21:38:39.986730
1055,P127,dialogue_13568,0,1,4,4,5,4,4,4,5,5,4,4,4,4,5,4,4,3,3,2,153.0,2026-01-03 21:38:47.598078
1056,P128,dialogue_9693,0,1,1,3,2,1,1,1,1,1,1,1,1,3,5,4,1,1,2,1,170.0,2026-01-03 21:40:44.589352
1057,P120,dialogue_9224,0,1,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,130.0,2026-01-03 21:40:50.921768
1058,P127,dialogue_13735,0,1,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,4,2,1,149.0,2026-01-03 21:41:17.510946
1059,P129,dialogue_10197,0,1,5,3,5,4,4,5,5,5,4,5,4,5,4,2,4,4,3,4,192.0,2026-01-03 21:42:32.083535
1061,P128,dialogue_10899,0,1,4,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,180.0,2026-01-03 21:43:45.760862
1063,P120,dialogue_8568,0,1,3,2,3,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2,193.0,2026-01-03 21:44:05.017661
1064,P128,dialogue_17651,0,1,4,4,4,3,4,4,4,4,4,4,5,5,5,5,4,4,5,4,120.0,2026-01-03 21:45:46.499894
1065,P120,dialogue_6939,0,1,4,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,114.0,2026-01-03 21:45:59.820317
1066,P129,dialogue_8556,0,1,4,4,5,3,3,4,4,4,3,4,4,4,3,2,4,4,4,5,217.0,2026-01-03 21:46:10.623245
1067,P128,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75.0,2026-01-03 21:47:01.312142
1069,P129,dialogue_2107,0,1,2,3,2,3,2,2,4,2,4,2,2,3,2,2,3,2,3,3,124.0,2026-01-03 21:48:14.928308
1070,P128,dialogue_18039,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,103.0,2026-01-03 21:48:44.658571
1071,P127,dialogue_2737,0,1,4,4,5,3,5,4,4,5,4,4,5,4,5,4,4,4,3,3,464.0,2026-01-03 21:49:01.910158
1072,P128,dialogue_15023,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,55.0,2026-01-03 21:49:39.443488
1073,P127,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.0,2026-01-03 21:49:57.422624
1075,P129,dialogue_16131,0,1,4,4,4,5,3,3,4,4,4,4,4,4,5,3,4,3,4,4,167.0,2026-01-03 21:51:02.661951
1076,P128,dialogue_15664,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,119.0,2026-01-03 21:51:38.923914
1077,P127,dialogue_18169,0,1,2,2,3,2,3,3,3,3,2,2,3,3,3,3,2,2,1,1,123.0,2026-01-03 21:52:00.802379
1078,P129,dialogue_5110,0,1,4,5,4,3,4,4,4,5,4,4,5,4,5,3,4,4,4,5,147.0,2026-01-03 21:53:30.224579
1079,P129,GOLD_002,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,85.0,2026-01-03 21:54:55.904419
1080,P127,dialogue_2107,0,1,2,3,4,1,3,2,3,4,2,3,2,3,5,3,1,1,1,1,293.0,2026-01-03 21:56:55.003348
1081,P129,dialogue_7196,0,1,4,2,4,4,4,5,4,4,4,4,5,4,4,3,4,5,4,4,128.0,2026-01-03 21:57:04.786078
1082,P129,dialogue_19387,0,1,5,3,5,4,4,5,5,5,4,5,4,5,5,4,4,4,4,4,104.0,2026-01-03 21:58:49.856167
1083,P127,dialogue_9693,0,1,4,4,5,3,5,5,4,5,4,4,5,4,5,5,4,4,4,2,124.0,2026-01-03 21:59:00.136540
1084,P124,dialogue_7988,0,1,4,3,4,3,4,3,3,4,4,4,3,5,4,3,4,3,5,4,3190.0,2026-01-03 22:01:09.385950
1085,P129,dialogue_5883,0,1,5,5,4,4,4,5,4,4,4,5,4,4,5,4,4,4,4,4,167.0,2026-01-03 22:01:37.291612
1086,P124,dialogue_480,0,1,4,4,3,4,5,4,3,5,4,3,5,4,3,4,4,3,4,2,175.0,2026-01-03 22:04:06.226103
1087,P129,dialogue_7685,0,1,5,4,4,5,4,5,5,4,4,5,5,4,5,3,4,4,4,5,167.0,2026-01-03 22:04:25.276801
1088,P130,dialogue_6079,0,1,4,3,3,4,4,4,4,4,4,3,4,3,4,2,4,4,3,3,241.0,2026-01-03 22:04:47.105013
1089,P130,dialogue_2020,0,1,3,3,4,2,2,3,2,3,3,2,3,2,4,3,3,2,2,1,35.0,2026-01-03 22:05:22.505330
1090,P130,dialogue_7551,0,1,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,2,1,54.0,2026-01-03 22:06:16.940119
1091,P124,dialogue_1309,0,1,4,3,4,3,5,3,2,4,3,4,5,4,3,4,4,3,4,5,170.0,2026-01-03 22:06:57.530337
1092,P130,dialogue_2796,0,1,3,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,2,1,69.0,2026-01-03 22:07:26.120672
1093,P130,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.0,2026-01-03 22:07:50.724719
1094,P130,dialogue_6168,0,1,3,3,4,3,3,3,4,3,3,4,3,5,4,3,3,4,3,3,26.0,2026-01-03 22:08:16.573078
1095,P124,dialogue_1043,0,1,4,5,4,3,4,4,5,4,3,4,4,3,4,5,3,4,5,3,78.0,2026-01-03 22:08:16.877069
1096,P124,GOLD_001,1,1,4,4,3,5,4,3,5,4,3,4,3,4,5,3,4,3,4,3,38.0,2026-01-03 22:08:54.913669
1097,P124,dialogue_9224,0,1,4,5,3,4,4,3,4,5,4,3,2,4,5,4,4,3,4,5,82.0,2026-01-03 22:10:18.254878
1098,P124,dialogue_3220,0,1,3,4,4,3,4,4,3,4,3,4,5,4,3,4,3,4,3,4,107.0,2026-01-03 22:12:06.892638
1099,P124,dialogue_16472,0,1,4,3,4,4,3,4,5,4,3,4,5,4,3,4,3,4,3,4,39.0,2026-01-03 22:12:46.525740
1100,P124,dialogue_15664,0,1,4,3,4,4,3,4,5,3,4,3,3,5,3,4,3,4,5,3,115.0,2026-01-03 22:14:43.467066
1101,P124,dialogue_19628,0,1,3,4,3,5,4,3,5,4,3,2,3,4,3,4,4,3,3,4,31.0,2026-01-03 22:15:15.136562
1102,P130,dialogue_4890,0,1,3,2,3,2,3,3,4,3,3,3,2,3,3,3,3,3,3,2,479.0,2026-01-03 22:16:15.609715
1103,P130,dialogue_19376,0,1,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,47.0,2026-01-03 22:17:02.374857
1104,P130,dialogue_3625,0,1,3,2,3,2,3,2,2,3,2,3,2,2,3,2,2,2,2,2,22.0,2026-01-03 22:17:24.100805
1105,P130,dialogue_1309,0,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,27.0,2026-01-03 22:17:51.088624
1106,P131,dialogue_5375,0,1,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,300.0,2026-01-22 12:35:03.645812
1107,P131,dialogue_3615,0,1,3,4,4,3,4,3,3,4,4,3,4,3,4,4,3,3,4,3,139.0,2026-01-22 12:37:22.540352
1108,P131,dialogue_7120,0,1,2,2,4,2,2,2,3,3,2,3,2,3,2,3,2,3,2,2,160.0,2026-01-22 12:40:03.017773
1109,P131,dialogue_10913,0,1,3,3,4,4,3,3,4,4,3,3,3,3,4,4,3,3,3,3,119.0,2026-01-22 12:42:01.784872
1110,P131,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.0,2026-01-22 12:42:56.936170
1111,P131,dialogue_19376,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,68.0,2026-01-22 12:44:05.211475
1112,P131,dialogue_2217,0,1,4,4,4,3,4,5,5,5,5,5,5,5,5,5,4,4,4,4,98.0,2026-01-22 12:45:43.147614
1113,P131,dialogue_19019,0,1,5,3,4,3,4,5,5,5,4,4,3,4,4,4,4,4,4,4,84.0,2026-01-22 12:47:06.888952
1114,P132,dialogue_11916,0,1,5,5,5,1,3,4,4,5,5,5,4,4,5,3,3,5,3,5,289.0,2026-01-22 12:47:12.591073
1115,P131,dialogue_9463,0,1,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,65.0,2026-01-22 12:48:11.995396
1116,P131,dialogue_997,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,70.0,2026-01-22 12:49:22.363616
1117,P132,dialogue_3232,0,1,3,2,5,1,2,5,2,4,3,4,3,3,1,2,3,4,1,3,139.0,2026-01-22 12:49:32.206013
1118,P134,dialogue_2796,0,1,4,2,5,1,4,4,4,4,4,4,3,4,3,3,4,4,4,4,203.0,2026-01-22 12:50:41.660522
1119,P132,dialogue_3496,0,1,5,5,5,5,5,5,5,5,5,5,4,5,1,4,5,5,5,5,150.0,2026-01-22 12:52:02.031254
1120,P134,dialogue_19783,0,1,3,2,4,1,2,2,3,2,3,2,2,2,2,1,2,1,1,2,144.0,2026-01-22 12:53:06.429693
1121,P134,dialogue_11282,0,1,3,4,4,1,3,3,3,2,2,2,3,2,3,1,1,1,1,1,158.0,2026-01-22 12:55:45.090243
1122,P132,dialogue_14552,0,1,1,2,1,1,1,1,1,1,3,4,1,1,4,1,1,1,1,1,236.0,2026-01-22 12:55:58.770721
1123,P135,dialogue_12371,0,1,3,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,1,2,164.0,2026-01-22 12:57:44.792371
1124,P134,dialogue_14396,0,1,2,3,4,1,2,3,4,4,3,4,3,4,4,3,4,5,3,3,145.0,2026-01-22 12:58:10.804587
1125,P132,dialogue_4822,0,1,5,2,4,1,4,4,5,5,3,5,1,5,5,1,4,4,3,5,150.0,2026-01-22 12:58:28.997149
1126,P132,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71.0,2026-01-22 12:59:39.895639
1127,P134,dialogue_5943,0,1,4,4,4,5,5,4,5,5,4,5,4,5,5,5,4,5,1,1,104.0,2026-01-22 12:59:54.948271
1128,P135,dialogue_19628,0,1,4,2,4,3,3,4,4,4,3,4,4,3,3,3,4,3,3,4,156.0,2026-01-22 13:00:20.608595
1129,P132,dialogue_15301,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,81.0,2026-01-22 13:01:01.021334
1130,P135,dialogue_17185,0,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,87.0,2026-01-22 13:01:47.619410
1131,P134,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143.0,2026-01-22 13:02:18.508408
1132,P135,dialogue_10938,0,1,4,4,4,3,4,4,4,4,3,4,3,3,4,3,4,3,3,3,77.0,2026-01-22 13:03:04.410023
1133,P132,dialogue_9463,0,1,4,3,5,1,5,4,5,4,5,5,5,5,5,2,1,3,4,5,143.0,2026-01-22 13:03:24.640737
1134,P135,GOLD_001,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,61.0,2026-01-22 13:04:05.443425
1135,P134,dialogue_1960,0,1,1,1,3,1,5,2,1,4,1,1,4,1,1,1,1,1,1,1,142.0,2026-01-22 13:04:41.261046
1136,P135,dialogue_10093,0,1,4,4,3,2,2,3,3,3,2,3,2,3,2,2,3,3,2,2,75.0,2026-01-22 13:05:20.099351
1137,P132,dialogue_4831,0,1,5,3,4,5,2,3,4,5,4,5,3,4,3,1,4,1,4,3,170.0,2026-01-22 13:06:15.056462
1138,P135,dialogue_19376,0,1,4,4,4,2,4,4,4,4,4,4,3,4,4,3,4,4,3,3,70.0,2026-01-22 13:06:29.839766
1139,P134,dialogue_12518,0,1,4,5,5,4,4,3,3,4,3,3,4,2,5,4,3,3,3,3,181.0,2026-01-22 13:07:42.466170
1140,P135,dialogue_15389,0,1,3,3,4,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,97.0,2026-01-22 13:08:06.662690
1141,P132,dialogue_16323,0,1,5,5,4,2,4,4,4,5,5,4,4,5,1,3,4,3,3,4,133.0,2026-01-22 13:08:28.526135
1142,P135,dialogue_18994,0,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,92.0,2026-01-22 13:09:38.414283
1143,P134,dialogue_14552,0,1,5,2,4,4,4,4,5,5,4,4,4,4,5,4,4,5,4,4,141.0,2026-01-22 13:10:04.154086
1144,P135,dialogue_12752,0,1,3,4,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,91.0,2026-01-22 13:11:09.390188
1145,P136,dialogue_12371,0,1,4,2,4,2,2,2,3,2,2,4,2,3,2,2,2,2,1,2,172.0,2026-01-22 13:12:41.299111
1146,P134,dialogue_7120,0,1,2,3,3,1,3,2,2,2,2,2,3,1,3,1,1,1,1,1,180.0,2026-01-22 13:13:04.804788
1147,P136,dialogue_4759,0,1,4,4,5,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4,97.0,2026-01-22 13:14:18.522250
1148,P136,dialogue_16620,0,1,3,2,4,4,4,4,4,3,4,4,4,5,4,3,4,3,4,4,100.0,2026-01-22 13:15:58.418832
1149,P136,dialogue_12924,0,1,3,2,4,3,2,3,4,4,4,2,4,2,3,2,2,2,2,2,68.0,2026-01-22 13:19:15.922497
1150,P136,GOLD_002,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,66.0,2026-01-22 13:20:21.745459
1151,P136,dialogue_11022,0,1,2,2,4,2,2,3,3,4,4,4,4,3,2,3,2,3,2,2,146.0,2026-01-22 13:22:48.391315
1152,P136,dialogue_2321,0,1,4,3,4,2,4,4,4,5,4,4,5,4,4,4,4,3,4,4,81.0,2026-01-22 13:24:09.779026
1153,P136,dialogue_19783,0,1,5,4,5,4,4,5,5,5,4,5,4,4,5,4,5,4,5,5,142.0,2026-01-22 13:26:32.111742
1154,P136,dialogue_14863,0,1,4,3,2,2,3,4,3,2,3,3,3,4,3,2,3,2,2,3,71.0,2026-01-22 13:27:43.537238
1155,P136,dialogue_4986,0,1,5,4,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,5,103.0,2026-01-22 13:29:26.893297
1156,P137,dialogue_7685,0,1,4,5,4,5,4,5,5,5,4,5,4,4,5,5,4,5,4,5,244.0,2026-01-22 15:10:20.217895
1157,P137,dialogue_7120,0,1,3,2,3,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,122.0,2026-01-22 15:12:23.509297
1158,P138,dialogue_13568,0,1,4,3,4,3,4,3,3,4,4,4,5,4,5,5,5,4,5,5,256.0,2026-01-22 15:13:33.445460
1159,P137,dialogue_902,0,1,5,4,4,5,3,4,5,5,4,5,2,4,5,5,5,5,4,5,121.0,2026-01-22 15:14:26.493204
1160,P138,dialogue_2228,0,1,2,3,4,3,3,4,3,4,4,4,3,3,5,5,5,5,5,4,132.0,2026-01-22 15:15:45.992664
1161,P137,dialogue_16223,0,1,2,4,4,5,3,2,3,4,2,3,3,2,5,3,2,2,4,3,102.0,2026-01-22 15:16:10.635844
1162,P137,dialogue_4700,0,1,4,4,3,4,4,4,3,4,5,4,3,4,5,4,4,4,3,3,84.0,2026-01-22 15:17:36.444488
1163,P138,dialogue_9463,0,1,3,2,5,3,4,4,4,5,4,4,4,3,5,4,4,4,5,4,121.0,2026-01-22 15:17:47.368563
1164,P137,dialogue_12924,0,1,3,4,4,5,4,4,4,5,4,3,4,3,4,4,4,3,4,3,97.0,2026-01-22 15:19:14.719713
1165,P138,dialogue_12086,0,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,89.0,2026-01-22 15:19:16.125093
1166,P139,dialogue_1328,0,1,3,4,4,2,2,3,4,3,2,3,3,2,3,2,3,2,2,2,427.0,2026-01-22 15:19:25.516803
1167,P137,GOLD_001,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,80.0,2026-01-22 15:20:36.158441
1168,P139,dialogue_5665,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,83.0,2026-01-22 15:20:49.176711
1169,P138,dialogue_15023,0,1,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,97.0,2026-01-22 15:20:52.928959
1170,P137,dialogue_19622,0,1,4,4,5,4,4,4,4,4,3,4,3,4,5,4,4,4,4,4,97.0,2026-01-22 15:22:14.979544
1171,P139,dialogue_16323,0,1,3,2,3,2,1,2,2,3,2,2,2,3,2,2,1,1,1,1,107.0,2026-01-22 15:22:35.989156
1172,P138,GOLD_001,1,1,1,1,1,2,3,3,3,4,2,2,3,3,2,3,2,1,1,1,107.0,2026-01-22 15:22:40.462099
1173,P137,dialogue_1960,0,1,4,3,4,4,4,3,4,4,4,4,3,4,5,4,4,4,4,3,94.0,2026-01-22 15:23:50.824602
1174,P139,dialogue_2405,0,1,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,109.0,2026-01-22 15:24:25.172013
1175,P138,dialogue_18169,0,1,2,1,4,3,4,3,3,4,3,2,4,3,5,4,3,1,3,1,110.0,2026-01-22 15:24:30.920500
1176,P137,dialogue_18853,0,1,4,5,4,4,4,5,4,4,3,4,3,4,5,4,4,4,4,4,65.0,2026-01-22 15:24:56.179809
1177,P139,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.0,2026-01-22 15:25:24.143724
1178,P138,dialogue_2405,0,1,3,4,4,5,5,4,4,5,4,4,5,4,5,5,5,5,5,5,114.0,2026-01-22 15:26:25.259153
1179,P140,dialogue_17768,0,1,4,4,5,3,4,4,5,5,4,4,3,3,4,3,4,4,3,4,119.0,2026-01-22 15:26:48.321475
1180,P139,dialogue_2444,0,1,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,111.0,2026-01-22 15:27:15.032516
1181,P138,dialogue_16223,0,1,3,3,5,4,4,4,4,5,3,2,5,4,5,5,4,4,5,4,118.0,2026-01-22 15:28:23.326030
1182,P139,dialogue_8556,0,1,3,4,3,2,3,3,3,4,3,4,4,4,4,4,3,3,3,3,93.0,2026-01-22 15:28:48.158663
1183,P139,dialogue_3625,0,1,4,3,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,103.0,2026-01-22 15:30:31.905254
1184,P140,dialogue_480,0,1,3,4,5,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,242.0,2026-01-22 15:30:50.363112
1185,P138,dialogue_480,0,1,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,162.0,2026-01-22 15:31:05.800195
1186,P140,dialogue_19206,0,1,4,3,4,5,4,5,5,5,5,4,4,4,4,3,4,4,3,4,86.0,2026-01-22 15:32:16.137552
1187,P139,dialogue_12262,0,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,111.0,2026-01-22 15:32:23.042322
1188,P139,dialogue_7613,0,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.0,2026-01-22 15:33:36.035553
1189,P140,dialogue_16874,0,1,2,1,4,2,2,2,3,3,2,2,3,2,3,3,2,2,2,1,98.0,2026-01-22 15:33:54.297555
1190,P140,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.0,2026-01-22 15:34:35.057781
1191,P140,dialogue_11022,0,1,4,4,4,4,4,4,5,5,4,5,4,4,4,3,4,4,3,4,74.0,2026-01-22 15:35:48.982126
1192,P140,dialogue_14863,0,1,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,54.0,2026-01-22 15:37:23.091452
1193,P140,dialogue_13735,0,1,4,3,4,3,4,4,4,3,4,4,4,3,4,3,4,4,3,3,88.0,2026-01-22 15:38:51.267687
1194,P140,dialogue_11282,0,1,5,5,4,3,4,5,5,4,4,5,4,3,4,3,4,5,3,4,77.0,2026-01-22 15:40:08.018582
1195,P140,dialogue_16620,0,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,70.0,2026-01-22 15:41:18.409951
1196,P141,dialogue_11363,0,1,5,1,5,1,4,5,4,5,5,5,5,5,5,5,5,5,5,4,221.0,2026-01-22 16:24:57.057561
1197,P141,dialogue_15482,0,1,4,4,4,2,4,5,5,5,5,5,5,5,5,5,4,5,4,4,117.0,2026-01-22 16:26:55.089982
1198,P141,dialogue_15023,0,1,5,1,4,1,2,4,4,5,5,5,5,4,5,5,5,5,5,4,58.0,2026-01-22 16:27:53.192280
1199,P141,dialogue_902,0,1,5,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,68.0,2026-01-22 16:29:01.999850
1200,P141,dialogue_5819,0,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,159.0,2026-01-22 16:31:41.670112
1201,P141,dialogue_5350,0,1,2,2,2,3,2,2,2,3,3,2,2,2,1,1,2,2,1,1,135.0,2026-01-22 16:33:56.890095
1202,P141,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.0,2026-01-22 16:34:25.151640
1203,P141,dialogue_5353,0,1,2,1,2,1,2,1,2,3,2,2,2,2,3,1,1,1,1,1,48.0,2026-01-22 16:35:13.401415
1204,P141,dialogue_11025,0,1,4,3,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4,57.0,2026-01-22 16:36:10.923737
1205,P141,dialogue_18994,0,1,3,2,2,3,2,2,1,4,3,3,3,3,3,2,3,3,3,1,75.0,2026-01-22 16:37:27.138727
